flid;ord;ordflokkur;texti;fjoldi_risamalheild;fjoldi_ritmalssafn
53191;áfrýjandi;n;sá eða sú sem áfrýjar máli til æðra dómstigs;24891;6
51130;efnalaug;n;fyrirtæki sem þurrhreinsar föt, fatahreinsun;255;0
9432;eignaskipti;n;skipting á eignum;335;6
18260;hátalari;n;tæki sem breytir rafsveiflum í hljóð;136;6
24299;kné;n;hné;1886;0
45688;villidýr;n;grimmt dýr;437;0
45688;villidýr;n;hömlulaus maður, óhemja;437;0
18350;hefill;n;smíðaverkfæri, til að skera þunnan spón af tré;50;0
36535;skipstjórn;n;það að stjórna skipi;573;2
45607;viðtengingarháttur;n;einn af 6 háttum sagna, beygist í tíð, persónu og tölu, táknar oft ákveðinn fyrirvara ('ég gefi, þær gæfu');71;0
29231;mön;n;lína sem liggur eftir endilöngum hrygg hests;1190;0
29231;mön;n;hljóðmön;1190;0
34381;samkyn;n;kyn orðs, t.d. í dönsku og norsku, annað en hvorugkyn ;13;6
23962;kjálki;n;útkjálki;132;0
41310;táberg;n;bunga neðan á fæti, næst aftan við tærnar;8;5
16828;grunnmynd;n;uppdráttur að fleti húss o.fl.;100;0
21411;huldukona;n;ósýnileg kvenkyns mannvera sem býr í hól eða kletti;68;0
53940;sleppa;v;láta (e-ð) laust;36247;0
25736;laugardagur;n;7. dagur vikunnar;8580;0
17651;handhafabréf;n;skuldabréf sem gengið getur kaupum og sölu milli manna;90;7
45739;vindhögg;n;atlaga sem mistekst;287;0
7463;búseta;n;dvöl, heimilisfesti til langframa;4556;7
13202;framkvæmdamaður;n;sá eða sú sem stundar framkvæmdir í stórum stíl;275;0
32581;rammi;n;það sem takmarkar e-ð, mörk;4050;1
32581;rammi;n;það sem takmarkar e-ð, mörk;4050;0
37267;skuggahlið;n;sú hlið (húss) sem snýr frá sól;205;0
37267;skuggahlið;n;þáttur e-s sem er óæskilegur eða ljótur;205;0
25676;langur;adj;mikill á lengdina, t.d. band eða vegur;31359;0
25676;langur;adj;hár vexti;31359;0
19281;hetjutenór;n;tenórsögnvari með kraftmikinn raddblæ fyrir óperuhlutverk;46;4
28332;meyjarhaft;n;slímhimnufelling sem hylur op legganga að hluta, rofnar oftast við fyrstu samfarir;165;3
38639;speni;n;sepi á júgri spendýrs sem ungarnir sjúga mjólkina gegnum;31;0
25078;kviðarhol;n;neðri hluti líkamshols þar sem meltingarfæri og þvagfæri eru;202;0
52790;frúarbíll;n;vel með farinn smábíll, sá minni af tveimur bílum í eigu fjölskyldu;4;1
27142;lyfjabúr;n;lyfjageymsla í sjúkrahúsi;9;5
29641;nef;n;sá hluti andlits sem skagar lengst fram á andliti, goggur (á fugli);5005;0
29641;nef;n;e-ð sem líkist dýrs- eða mannsnefi að lögun t.d. á flugvél;5005;0
45983;vitstola;adj;genginn af vitinu, bilaður;223;0
45238;verksvit;n;það að kunna til verks, það að vita hvernig á að vinna e-t verk;255;0
25133;kvittur;n;óljós sögusögn, orðrómur;361;0
47571;þrumugnýr;n;hávaði frá þrumu;14;0
48562;öruggur;adj;ekki í neinni hættu, óhultur;9543;0
28921;móttaka;n;"staður í anddyri hótels, gistihúss, eða sjúkrahúss, þar sem komendur eru skráðir og þeim veitt ýmiss konar hagnýtar upplýsingar, leiðbeiningar og þjónusta; skrifstofa í stofnun eða fyrirtæki þar sem tekið er á móti fólki og erindum";3118;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;1
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;1
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;0
32950;reiði;n;gefast upp við að stjórna aðstæðum, láta hlutina fara sem verkast vill;22859;1
48562;öruggur;adj;fullur sjálfstrausts, sjálfsöruggur;9543;0
50361;klakabrynja;n;hjúpur af ís, t.d. utan á skipi, fossi eða húsi;30;0
11028;ferningur;n;reglulegt form með 4 horn og hliðar, þar sem allar hliðar eru jafnlangar;132;0
48562;öruggur;adj;sem er hægt að treysta, traustur, stöðugur;9543;0
27977;málsmetandi;adj;í miklum metum, sem tekið er mark á;1556;0
18636;heimamaður;n;sá eða sú sem keppir í íþróttum á sínum heimavelli eða heimabæ;752;0
23523;kaskó;n;trygging gegn tjóni af skemmdum á farartæki sem skyldutrygging bætir ekki;1001;1
46357;vök;n;gat í ísnum á vatni eða á;3314;0
46357;vök;n;vera í erfiðri aðstöðu;3314;0
48562;öruggur;adj;það er alveg víst að ...;9543;0
56738;kraftaverkalæknir;n;læknir sem hefur mikla hæfileika til læknisstarfa;3;1
56738;kraftaverkalæknir;n;maður með andlega hæfileika sem stundar sjúklinga með hjálp að handan;3;1
48562;öruggur;adj;óskeikull, viss, sem bregst ekki, óbrigðull;9543;0
32950;reiði;n;ól á hnakk, spennt aftur fyrir og undir taglið á hesti;22859;0
32950;reiði;n;ól á hnakk, spennt aftur fyrir og undir taglið á hesti;22859;0
32950;reiði;n;ól á hnakk, spennt aftur fyrir og undir taglið á hesti;22859;1
32950;reiði;n;ól á hnakk, spennt aftur fyrir og undir taglið á hesti;22859;0
32950;reiði;n;ól á hnakk, spennt aftur fyrir og undir taglið á hesti;22859;0
