"flid","ord","ordflokkur","texti"
39657,"stórfelldur","adj","umfangsmikill, víðtækur"
58831,"stirðlundaður","adj","önugur í skapi, stirðlyndur"
39309,"stigbreyta","v","stigbeygja (lýsingarorð eða atviksorð)"
52498,"steyptur","adj","búinn til úr steinsteypu"
24860,"kuldi","n m","kalt ástand með lágu hitastigi"
61560,"hugarþel","n n","hugarfar, hugur"
52566,"stórbeinóttur","adj","með stórgerða beinabyggingu"
39992,"stuttklipptur","adj","með hár sem er klippt stutt"
39020,"stamur","adj","sem veitir viðnám, ekki sleipur"
39719,"stórtækur","adj","sem færist mikið í fang, sem ætlar sér mikið,  afkastamikill"
40319,"sundurskorinn","adj","skorinn í sundur"
40156,"stöku","adj","fáeinir"
40187,"suðrænn","adj","sem kemur úr suðri, frá hlýjum löndum í suðri"
50273,"taílenskur","adj","frá Taílandi eða kenndur við Taíland"
41335,"tálgaður","adj","orðinn fitulaus, horaður"
41542,"tiginn","adj","af göfugri ætt, af háum stigum"
41621,"tilgerðarlaus","adj","sem er laus við tilgerð"
5117,"beggjahandajárn","n n","maður sem er tvöfaldur í roðinu, sem vinnur að tvennum hagsmunum"
42229,"traustvekjandi","adj","sem vekur traust"
59208,"tunglskinsbjartur","adj","bjartur vegna tungsljóss"
59344,"umbreyttur","adj","breyttur (í e-ð annað), allt öðruvísi"
42446,"tröllslegur","adj","sem minnir á tröll, stórskorinn, grófur"
43132,"undirfurðulegur","adj","sem virðist búa yfir e-u, íbygginn"
43109,"undarlegur","adj","sem vekur undrun, furðulegur, skrítinn"
64810,"útlitsdýrkun","n f","ofuráhersla á útlit sem talið er glæsilegt"
43575,"uppskveraður","adj","fínn til fara"
44090,"útlendur","adj","frá útlöndum, ekki frá sama landi og maður sjálfur"
49445,"taugagripla","n f","þráður út úr taugafrumu sem tekur við taugaboðum, gripluþráður"
59668,"vaknandi","adj","sem er að vakna (til vitundar um e-ð), sem er að hefjast"
41297,"taugaæsingur","n m","taugaspenna, óróleiki"
44447,"vandræðalegur","adj","sem sýnist vera í vandræðum, klaufalegur"
44809,"veðrasamur","adj","með tíðum hvassviðrum, vindasamur"
44986,"veiklundaður","adj","sem skortir viljaþrótt, hefur þróttlitla skapgerð"
45571,"viðskila","adj","aðskilinn frá, fjarlægður frá"
46017,"víðsýnn","adj","sem tekur gild mörg sjónarmið fremur en eitt þröngt"
46271,"votur","adj","blautur"
41288,"taugaspenna","n f","það að vera spenntur á taugum, kvíði, spenna, óróleiki"
55145,"þaninn","adj","spenntur, flenntur, breiddur út"
46942,"þéttholda","adj","þybbinn"
60149,"óskast","v","vera umbeðinn, vanta"
59615,"þríarma","adj","með þremur örmum"
17159,"gæðastjórnun","n f","kerfisbundin skráning og eftirlit með stjórnunar- og vinnuferlum"
41222,"tannín","n n","sútunarsýra sem m.a. er að finna í tei og léttvíni"
14253,"fylgi","n n","stuðningur, fulltingi"
36225,"skásniðinn","adj","skorinn á ská í efnið"
14871,"garðhola","n f","lítill garður"
30705,"orðheldinn","adj","sem stendur við orð sín"
22154,"hættumerki","n n","vísbending um að hætta sé á ferðum"
30895,"ódrengilegur","adj","ekki drengilegur, ómerkilegur"
27066,"lundarfar","n n","skapgerð, skapferli"
37933,"smávægilegur","adj","sem skiptir litlu máli, minniháttar"
51643,"meðalhár","adj","í meðallagi hár"
21137,"hrútleiðinlegur","adj","mjög leiðinlegur"
27214,"lystilegur","adj","girnilegur"
26723,"lítilmannlegur","adj","ómerkilegur"
31973,"persónufylgi","n n","persónulegt fylgi við ákveðinn mann"
11095,"félagatal","n n","skrá yfir félagsmenn, félagaskrá"
17501,"haldinorður","adj","sem stendur við orð sín, orðheldinn"
31293,"ólæstur","adj","sem hefur ekki verið læst, ekki læstur"
31144,"óhollur","adj","sem er ekki góður fyrir mann, ekki hollur"
37884,"smálegur","adj","lítils háttar, smávægilegur"
19820,"hlandblautur","adj","blautur eftir að hafa pissað í buxurnar/bleyjuna"
24806,"kræsilegur","adj","girnilegur"
30659,"opinskátt","adv","á opinn og hreinskilinn hátt"
26729,"lítilsigldur","adj","minniháttar, lítilfjörlegur"
20802,"hreinskilnislegur","adj","hreinskilinn"
28949,"muni","n m","hugur"
46998,"þinglegur","adj","sem er samkvæmt hefðum þingsins, sem sæmir þingi"
46516,"yfirlýstur","adj","sem segir sig vera e-n, telur sig tiheyra e-m"
8842,"dúða","v","klæða (e-n) í mörg og hlý föt"
25544,"landrækur","adj","rekinn (sem reka má) af landi brott"
24558,"krabbameinsvaldur","n m","e-ð (s.s. efni eða aðstæður) sem veldur krabbameini"
24808,"kræsinn","adj","vandfýsinn, vandlátur"
24386,"kolrangur","adj","mjög rangur"
59600,"dulbúast","v","klæðast dulargervi"
11904,"flaka","v","standa opinn"
14748,"galla","v","klæðast ákveðnum fötum"
33020,"reima","v","binda (skó, flík) með reim"
2811,"afvopnast","v","leggja frá sér vopnin"
59599,"dulbúa","v","klæða (e-n, sig) í dulargervi"
2810,"afvopna","v","taka vopnin (af e-m)"
39433,"stjana","v","dekra við (e-n), þjóna (e-m)"
32367,"punta","v","skreyta (e-ð)"
32128,"plástra","v","setja plástur á (e-ð)"
28215,"mengunarvaldur","n m","það sem veldur mengun, t.d. skaðlegt efni í umhverfinu"
51737,"sæmdur","adj","veittur ákveðinn heiður"
52604,"hálfgagnsær","adj","sem sést í gegnum að hálfu leyti"
44423,"vandabundinn","adj","í fjölskyldutengslum við (e-n)"
45877,"vinveittur","adj","hliðhollur, vinsamlegur"
43124,"undirbyggja","v","gera undirstöðu (að e-u)"
18180,"hárrétt","adv","algerlega rétt"
34432,"samningsbundinn","adj","sem er bundinn fastmælum í samningi"
57063,"útvista","v","kaupa þjónustu utan frá"
17608,"handahóf","n n","tilviljun"
41693,"tilreiddur","adj","útbúinn"
12380,"flúraður","adj","skreyttur með flúri eða húðflúri"
46030,"vígbúast","v","búa sig til orustu"
41694,"tilreiða","v","útbúa (e-ð)"
17139,"gyrða","v","festa (á eða um e-n, sig) buxur eða pils"
9809,"eitra","v","dreifa eitri, gera (e-ð) eitrað"
59922,"afeitrun","n f","það að fjarlægja eiturefni, einkum fíkniefni úr líkama neytenda"
7586,"byrla","v","gefa (e-m) (eitur)"
2475,"afeitra","v","taka burt eiturefni"
36087,"skarta","v","skreyta sig (með e-u), bera e-ð skrautlegt, flott"
32332,"prýða","v","fegra (e-ð)"
59924,"minni máttar","adj","sem minna má sín, sem er í veikri stöðu"
42871,"umdeilanlegur","adj","sem deila má um, sem er álitamál"
37076,"skreyta","v","fegra eða prýða (e-ð), gera (e-ð) skrautlegt"
47889,"þvoglulega","adv","óskýrt og drafandi"
52477,"meðmæltur","adj","hlynntur, fylgjandi e-u"
43900,"útbúinn","adj","undirbúinn til e-s, sérlega gerður til e-s"
47218,"þjónusta","v","veita (e-m) þjónustu"
32376,"purkunarlaus","adj","blygðunarlaus"
43121,"undirbúinn","adj","tilbúinn, klár til e-s"
52480,"lágmæltur","adj","sem talar lágt"
43120,"undirbúa","v","gera (e-ð) tilbúið (fyrir e-ð)"
59925,"redding","n f","aðgerð til að koma e-u í kring, oft til bráðabirgða eða á síðustu stundu"
14353,"fyrirgefanlegur","adj","sem er hægt að fyrirgefa"
28899,"mótfallinn","adj","á móti einhverju eða einhverjum, andsnúinn"
14915,"gasalegur","adj","til áherslu: afskaplegur, voðalegur"
42533,"túristi","n m","ferðamaður"
12801,"forstokkaður","adj","íhaldssamur og staðnaður"
28928,"mótþróafullur","adj","sem sýnir mótþróa"
20355,"hnyttilegur","adj","hnyttinn, orðheppinn"
21400,"hugvitssamur","adj","sem sýnir mikið hugvit"
19429,"himinhár","adj","mjög hár"
3218,"andaktugur","adj","af innlifun"
31471,"ósamþykkur","adj","ekki samþykkur, andvígur"
21677,"hvalaafurð","n f","það sem veiddur hvalur gefur af sér, kjöt, spik, rengi, lýsi og bein"
23660,"keipur","n m","standur á borðstokk báts til að festa ár í þegar róið er, þollur"
59899,"þjónustusamningur","n m","samningur sem opinber aðili gerir við stofnun eða fyrirtæki um tiltekna þjónustu gegn fjárhæð eða aðstoð"
26954,"lokapróf","n n","próf í lok námsferils, einkum á háskólastigi"
23039,"jarðfastur","adj","sem er fastur í eða festur við jörðu"
21738,"hvatamaður","n m","ötull stuðningsmaður tiltekins framtaks"
14394,"fyrirlíta","v","líta niður á (e-n)"
60666,"lærdómssetur","n n","staður, t.d. skóli eða klaustur þar sem fræðslu- og fræðastarfsemi er stunduð"
8840,"dúa","v","ganga mjúklega upp og niður, ganga í bylgjum"
49773,"kosningabarátta","n f","viðburðir í aðdraganda kosninga þar sem frambjóðendur og flokkar kynna sinn málstað s.s. á fundum og í fjölmiðlum"
36805,"skoppa","v","hoppa eða lyftast endurtekið, létt frá jörðu"
40440,"svamla","v","busla í vatni, synda án ákveðinnar stefnu"
49868,"olíuborun","n f","það að bora eftir olíu"
20185,"hnakkakerrtur","adj","með höfuðið reigt aftur"
7363,"busla","v","vera á hreyfingu í vatni, einkum í leik, skvampa"
23759,"kerra","v","reigja (höfuðið) aftur"
53082,"metnaðarleysi","n n","skortur á metnaði"
52871,"lífsleikni","n f","námsgrein sem á að stuðla að almennum þroska nemenda og gera þá hæfari til að takast á við ýmsar hliðar tilverunnar í nútímasamfélagi"
51066,"silfurskeið","n f","skeið úr silfri"
52979,"meirihlutastjórn","n f","ríkisstjórn sem nýtur stuðnings meirihluta fulltrúa á þjóðþingi"
50344,"pappamál","n n","drykkjarmál úr pappa"
6420,"borpallur","n m","mannvirki úti á hafi þar sem olíu- eða gasvinnsla fer fram"
59927,"saltstaukur","n m","lítið ílát undir borðsalt"
50337,"piparstaukur","n m","lítið ílát undir malaðan pipar"
46188,"voka","v","sveima, svífa"
20955,"hringsóla","v","fara í hringi"
54042,"flögrandi","adj","sem flögrar"
40593,"svella","v","ólga"
59928,"olíuborpallur","n m","borpallur sem notaður er við olíuvinnslu"
15613,"gjögta","v","vera óstöðugt, laust, skakkt"
40639,"svifa","v","líða í loftinu, sveima"
15187,"geispa","v","opna munninn og draga andann að sér vegna syfju"
23918,"kjamsa","v","tyggja mat sinn með hljóðum"
47669,"þumlungast","v","komast eða fara hægt áfram"
15757,"glefsa","v","(um hund) bíta laust"
34908,"seilingarhæð","n f","sú hæð sem maður getur teygt höndina upp í"
42567,"tvíbýlt","adj","með tveimur búum"
9199,"efndir","n fpl","það að efna e-ð, standa við e-ð"
59929,"geispandi","adj","við að geispa"
42034,"tollskyldur","adj","sem ber að greiða toll af"
43473,"upploginn","adj","loginn, rangur"
30151,"nythár","adj","sem mjólkar vel"
42025,"tollfrjáls","adj","sem ekki þarf að greiða toll af"
26839,"ljúgvitni","n n","loginn vitnisburður"
23616,"kálffullur","adj","sem gengur með kálf"
31269,"óljúgfróður","adj","sem segir satt, sannsögull"
31282,"ólyginn","adj","sem lýgur ekki, sannsögull"
31476,"ósannur","adj","ekki sannur, loginn"
42921,"umhirða","n f","það að hirða um e-ð"
23825,"kirkjulegur","adj","sem snertir kirkjuna"
60150,"vísindahyggja","n f","(gagnrýnislaus) trú á að beita vísindalegum aðferðum"
18778,"heimskulegur","adj","sem ber vott um heimsku"
20518,"hossast","v","hreyfast upp og niður á víxl"
7694,"bæra","v","hreyfa (e-ð) dálítið"
20517,"hossa","v","hreyfa líkamann upp og niður á víxl"
27617,"mannhæð","n f","hæð meðalmanns, notuð sem viðmið"
19701,"hjálparvana","adj","sem getur ekki bjargað sér sjálfur, hjálparlaus"
53118,"skriðdýrsháttur","n m","yfirdrifin undirgefni"
53087,"nánasarháttur","n m","mikil níska"
53088,"nirfilsháttur","n m","mjög mikil níska"
7695,"bærast","v","hreyfast dálítið"
53052,"stórbokkaskapur","n m","þótti, yfirlæti"
47976,"þyrlast","v","þeytast út í loftið"
53131,"stimamýkt","n f","það að vera stimamjúkur, yfirdrifin kurteisi og lipurð"
53127,"mútuþægni","n f","það að þiggja mútur"
59930,"svífandi","adj","sem svífur"
53128,"lagvirkni","n f","það að vera lagvirkur"
51155,"pitsustaður","n m","veitingahús sem selur aðallega pitsur"
51027,"höfuðbein","n n","bein í höfuðkúpunni"
49703,"skuldabaggi","n m","miklar og íþyngjandi skuldir"
22000,"híbýlaprýði","n f","hlutur sem er til fegurðarauka á heimili"
44101,"útlægur","adj","dæmdur í útlegð, útskúfaður af tilteknu landsvæði"
42864,"umbúnaður","n m","það hvernig búið er um e-ð"
41321,"táknfræði","n f","fræðigrein sem leggur stund á hvers kyns tákn, túlkun þeirra og vensl"
11458,"fjaðurmagn","n n","gúmmíkenndur eiginleiki, fjaðrandi léttleiki"
11740,"fjúkandi","adv","til áherslu: mjög (í neikvæðum skilningi)"
45078,"veltast","v","hreyfast til og frá"
33233,"réttdræpur","adj","sem má drepa án þess að varði við lög"
27353,"lögboðinn","adj","fyrirskipaður samkvæmt lögum"
29076,"myndlíking","n f","stílbragð sem felst í að orð er notað í annarri merkingu en það hafði upphaflega, myndhvörf, myndhverfing"
28509,"millivísun","n f","vísun frá einum stað til annars í texta, t.d. í orðabók"
27976,"málsmeðferð","n f","það hvernig farið er með dómsmál"
59931,"hvolfast","v","koma yfir (e-n), steypast yfir (e-n)"
36701,"skjátlast","v","hafa á röngu að standa"
53081,"málgleði","n f","það að vera málglaður"
20231,"hneigjast","v","hafa (e-a) tilhneigingu, í e-a átt"
10726,"fatta","v","skilja (e-ð)"
28594,"mislesa","v","lesa (e-ð) vitlaust"
54182,"skuldbundinn","adj","bundinn e-m af skyldu eða þakkarskuld"
28598,"mislukkaður","adj","ekki heppnaður, misheppnaður"
47397,"þráspyrja","v","spyrja (e-n) lengi og endurtekið"
2347,"aðhyllast","v","vera fylgismaður (e-s)"
13536,"fréttast","v","spyrjast út, verða kunnugt"
28625,"missegja","v","segja óvart e-ð rangt"
13453,"fregna","v","frétta (e-ð)"
34609,"sannfrétta","v","fá sanna frétt (af e-u)"
34645,"sansast","v","taka sönsum, sýna skynsemi"
13518,"frétta","v","fá frétt (af e-u)"
4200,"álíta","v","vera (e-ar) skoðunar, líta svo á (ð)"
51176,"sölumennska","n f","það að stunda sölu á e-u"
48017,"þýfga","v","spyrja (e-n) (að e-u)"
32628,"rangtúlka","v","leggja rangan skilning í (e-ð)"
59932,"misfarir","n fpl","óheppni, óhöpp"
32602,"rangfæra","v","fara rangt með orð eða texta"
30556,"oftúlka","v","leggja of mikla merkingu í (e-ð)"
28130,"meina","v","eiga við (e-ð), hafa ákveðna skoðun"
59933,"oftúlkun","n f","það að oftúlka e-ð, leggja dýpri merkingu í e-ð en ástæða er til"
28634,"misskiljast","v","skiljast ranglega"
52913,"raunvísindamaður","n m","vísindamaður sem fæst við raunvísindi"
49838,"stækkanlegur","adj","sem er hægt að stækka"
49774,"réttindabarátta","n f","barátta fyrir réttindum"
53339,"samstilling","n f","það að stilla saman"
51194,"samvinnufús","adj","viljugur að vinna með öðrum"
52803,"lífsvenjur","n fpl","daglegar venjur og siðir sem einkenna líf e-s"
51105,"lokastig","n n","síðasta stig í e-u ferli"
49732,"mótmælaalda","n f","fjöldi mótmæla"
59936,"ómerkilegheit","n npl","það að vera óvandaður, ómerkilegur"
19032,"hentisemi","n f","það sem hentar (manni), geðþótti"
49704,"mjóbak","n n","spjaldhryggur"
54151,"ógæfulegur","adj","ekki efnilegur"
53099,"skilningsleysi","n n","skortur á skilningi á e-u"
27358,"lögbundinn","adj","ákveðinn með lögum"
27401,"lögmætur","adj","samkvæmur lögum, réttmætur"
53092,"óraunsæi","n n","það að vera óraunsær"
3687,"auðmýkjandi","adj","sem auðmýkir"
41786,"tindrandi","adj","sem tindrar"
5960,"blikkandi","adj","sem blikkar"
48135,"ærandi","adj","til áherslu: gríðarlegur"
28646,"mistakast","v","heppnast ekki, fara illa"
5956,"blikandi","adj","sem blikar"
18606,"heim","adv","í áttina, á leið að heimili sínu, á leið að heimkynnum eða heimalandi sínu"
28633,"misskilja","v","skilja (e-ð) ranglega"
18639,"heiman","adv","frá heimili sínu"
18669,"heim á leið","adv","í áttina að heimili sínu, á leið að heimili sínu"
27493,"makindalega","adv","á makindalegan hátt, þægilega"
59938,"sparnaðaraðgerð","n f","sparnaðarráðstöfun"
18663,"heima við","adv","heima hjá sér, á heimilinu, á svæðinu við heimilið"
18641,"heiman að","adv","frá heimili, heimkynnum eða heimalandi sínu"
59939,"ókeypis","adv","án endurgjalds, frítt"
